"table_name","field_sequence","column_name","column_description"
"lab_physical_properties","69","water_retention_field_state_me","water_retention_field_state analysis method"
"lab_physical_properties","56","water_retention_third_bar","The volumetric content of soil water retained at a tension of 1/3 bar (33 kPa), expressed as a percentage of the whole soil."
"lab_physical_properties","57","water_retention_thirdbar_metho","Third bar water, <2mm fraction is the gravimetric percent water held by <2 mm samples equilibrated at one third bar water tension. It is reported on a <2 mm base"
"lab_physical_properties","23","wt_pct_1_tenth_to_75_mm","The gravimetric percentage of 0.1 to 75 mm diameter particles reported  in the <75 mm size fraction."
"lab_preparation","6","final_size_frac","final_size_frac"
"lab_preparation","4","moisture_state","moisture_state"
"lab_preparation","5","orig_size_frac","orig_size_frac"
"lab_preparation","3","prep_abbrev","prep_abbrev"
"lab_preparation","2","prep_code","A character string containing the Soil Survey Laboratory code used to identify the type of sample preparation."
"lab_preparation","7","prep_desc","prep_desc"
"lab_preparation","1","prep_key","prep key"
"lab_preparation","8","prep_rpt_sort_order","prep_rpt_sort_order"
"lab_rosetta_key","5","alpha","Related to the inverse of the air entry suction, function expects log10-transformed values with units of cm"
"lab_rosetta_key","10","Ko","Ko"
"lab_rosetta_key","9","Ks","Ks"
"lab_rosetta_key","2","layer_key","An integer number that uniquely identifies a particular layer"
"lab_rosetta_key","11","Lpar","Lpar"
"lab_rosetta_key","6","npar","npar"
"lab_rosetta_key","1","rosetta_key","rosetta key"
"lab_rosetta_key","3","theta_r","theta_r"
"lab_rosetta_key","4","theta_s","theta_s"
"lab_rosetta_key","7","usedmodel","usedmodel"
"lab_rosetta_key","8","wlupdated","wlupdated"
"lab_site","3","horizontal_datum_name","The identification given to the reference system used for defining the coordinates of points.  (Content Standards for Spatial Metadata, FGDC, 3/31/94 draft)"
"lab_site","5","latitude_degrees","Latitude in degrees.  (Snyder, J.P., 1982, Map Projections Used by the USGS)"
"lab_site","4","latitude_direction","Latitude position north or south of the equator.  (Snyder, J.P., 1982, Map Projections Used by the USGS)"
"lab_site","6","latitude_minutes","Latitude in minutes.  (Snyder, J.P., 1982, Map Projections Used by the USGS)"
"lab_site","7","latitude_seconds","Latitude in seconds and decimal seconds.  (Snyder, J.P., 1982, Map Projections Used by the USGS)"
"lab_site","12","latitude_std_decimal_degrees","Standardized latitude value in decimal degrees, in geographic coordinate system, WGS84 datum. Values are either auto-populated from GPS, or computed from original latitude coordinates using standard conversion algorithms."
"lab_site","9","longitude_degrees","Longitude in degrees.  (Snyder, J.P., 1982, Map Projections Used by the USGS)"
"lab_site","8","longitude_direction","Longitude east or west of Greenwich (the Prime Meridian or origin).  (Snyder, J.P., 1982, Map Projections Used by the USGS)"
"lab_site","10","longitude_minutes","Longitude minutes.  (Snyder, J.P., 1982, Map Projections Used by the USGS)"
"lab_site","11","longitude_seconds","Longitude in seconds and decimal seconds.  (Snyder, J.P., 1982, Map Projections Used by USGS)"
"lab_site","13","longitude_std_decimal_degrees","Standardized Longitude value in decimal degrees, in geographic coordinate system, WGS84 datum. Values are either auto-populated from GPS, or computed from original latitude coordinates using standard conversion algorithms."
"lab_site","14","msrepl_tran_version","msrepl_tran_version"
"lab_site","1","site_key","An integer number that uniquely identifies a particular site"
"lab_site","2","user_site_id","A short label to help a user identify a particular site."
"lab_webmap","11","Correlation_Report","Correlation_Report"
"lab_webmap","15","lat","lat"
"lab_webmap","17","latlong","latlong"
"lab_webmap","16","long","long"
"lab_webmap","12","Pedon_Description_Report","Pedon_Description_Report"
"lab_webmap","4","pedon_key","An integer number that uniquely identifies a particular pedon"
"lab_webmap","5","peiid","peiid"
"lab_webmap","7","Primary_Lab_Report","Primary_Lab_Report"
"lab_webmap","2","Series","Series"
"lab_webmap","6","Soil_Classification","Soil_Classification"
"lab_webmap","13","Soil_Profile","Soil_Profile"
"lab_webmap","14","Soil_Web","Soil_Web"
"lab_webmap","9","Supplementary_Lab_Report","Supplementary_Lab_Report"
"lab_webmap","8","Taxonomy_Report","Taxonomy_Report"
"lab_webmap","3","user_pedon_id","A short label to help a user identify a particular pedon."
"lab_webmap","10","Water_Retention_Report","Water_Retention_Report"
"lab_webmap","1","wmiid","wmiid"
"lab_xray_and_thermal","9","AE_Anatase_X_Ray","anatase_x_ray"
"lab_xray_and_thermal","10","AG_Antigoite_X_Ray","Antigorite determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film"
"lab_xray_and_thermal","91","AG_Antigorite_thermal_Gravimetric_Analysis","The percent antigorite calculated from using the TGA instrument to heat a dried ground sample, generally the clay fraction, to 900 C, and quantifying the fractional weight loss of the sample betweent about 600-800 C."
"lab_xray_and_thermal","87","AG_Gypsum_thermal_Gravimetric_Analysis","The percent gypsum calculated from using the TGA instrument to heat a dried ground sample, generally the clay fraction, to 900 C, and quantifying the fractional weight loss of the sample between about 180-220 C."
"lab_xray_and_thermal","7","AM_Amphibole_X_Ray","Amphiboleas determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film."
"lab_xray_and_thermal","5","analyzed_size_frac","analyzed_size_frac"
"lab_xray_and_thermal","11","AO_Aragonite_X_Ray","aragonite_x_ray"
"lab_xray_and_thermal","81","AT_Alunite_Differential_Scanning_Calorimetry","alunite_differential scanning"
"lab_xray_and_thermal","13","BC_Biotite_Chlorite_X_Ray","biotite_chlorite_x_ray"
"lab_xray_and_thermal","71","BD_Beidellite_X_Ray","beidellite_x_ray"
"lab_xray_and_thermal","70","BE_Boehmite_X_Ray","boehmite_x_ray"
"lab_xray_and_thermal","14","BR_Brucite_X_Ray","brucite_x_ray"
"lab_xray_and_thermal","12","BT_Biotite_X_Ray","biotite_x_ray"
"lab_xray_and_thermal","95","CA_Calcite_thermal_Gravimetric_Analysis","calcite_thermal_gravimetric"
"lab_xray_and_thermal","15","CA_Calcite_X_Ray","calcite_x_ray"
"lab_xray_and_thermal","16","CL_Chlorite_X_Ray","chlorite_x_ray"
"lab_xray_and_thermal","72","Clay_Mineral_Interpretation","clay_mineral_interpretation"
"lab_xray_and_thermal","17","CM_Chlorite_Mica_X_Ray","chlorite_mica_x_ray"
"lab_xray_and_thermal","73","Coarse_Silt_Mineral_Interpretation","coarse_silt_mineral_interp"
"lab_xray_and_thermal","18","CR_Cristobalite_X_Ray","cristobalite_x_ray"
"lab_xray_and_thermal","76","Differential_Scanning_Calorimeter_Method","diff_scanning_calorimeter analysis method"
"lab_xray_and_thermal","96","Differential_thermal_Analysis_Method","differential_thermal_analysis"
"lab_xray_and_thermal","19","DL_Dolomite_X_Ray","dolomite_x_ray"
"lab_xray_and_thermal","20","EN_Enstatite_X_Ray","enstatite_x_ray"
"lab_xray_and_thermal","21","FD_Feldspar_X_Ray","feldspar_x_ray"
"lab_xray_and_thermal","74","Fine_Sand_Mineral_Interpretation","fine_sand_mineral_interp"
"lab_xray_and_thermal","48","FK_Potassium_Feldspar_X_Ray","potassium_feldspar_x_ray"
"lab_xray_and_thermal","32","FL_Labradorite_X_Ray","labradorite_x_ray"
"lab_xray_and_thermal","43","FO_Oligoclase_X_Ray","oligoclase_x_ray"
"lab_xray_and_thermal","47","FP_Plagioclase_Feldspar_X_Ray","plagioclase_feldspar_x_ray"
"lab_xray_and_thermal","44","FR_Orthoclase_X_Ray","orthoclase_x_ray"
"lab_xray_and_thermal","64","FT_Fluorapatite_X_Ray","fluorapatite_x_ray"
"lab_xray_and_thermal","79","GE_Geothite_Differential_Scanning_Calorimetry","geothite_differential scanning"
"lab_xray_and_thermal","99","GE_Geothite_Differential_thermal_Analysis","The percent goethite is calculated from the proportional temperature difference between a inert reference material and the sample at about 300-400C"
"lab_xray_and_thermal","24","GE_Geothite_X_Ray","geothite_x_ray"
"lab_xray_and_thermal","89","GE_Kaolinite_Differential_thermal_Analysis","ge_kao_diff_thermal_analysis"
"lab_xray_and_thermal","77","GI_Gibbsite_Differential_Scanning_Calorimetry","The percent gibbsite calculated from using the DSC instrument to heat a dried ground sample, generally the clay fraction, to 700 C, and quantifying the proportional heat of reaction at about 250-350 C."
"lab_xray_and_thermal","97","GI_Gibbsite_Differential_thermal_Analysis","The percent gibbsite is calculated from the proportional temperature difference between a inert reference material and the sample at about 250-350C"
"lab_xray_and_thermal","88","GI_Gibbsite_thermal_Gravimetric_Analysis","The percent gibbsite calculated from using the TGA instrument to heat a dried ground sample, generally the clay fraction, to 900 C, and quantifying the fractional weight loss of the sample at about 250-350 C."
"lab_xray_and_thermal","22","GI_Gibbsite_X_Ray","gibbsite_x_ray"
"lab_xray_and_thermal","23","GL_Glauconite_X_Ray","glauconite_x_ray"
"lab_xray_and_thermal","80","GY_Gypsum_Differential_Scanning_Calorimetry","gypsum_differential scanning"
"lab_xray_and_thermal","25","GY_Gypsum_X_Ray","gypsum_x_ray"
"lab_xray_and_thermal","61","HA_Halite_X_Ray","halite_x_ray"
"lab_xray_and_thermal","66","HA_PT_Paragonite_X_Ray","pt_paragonite_x_ray"
"lab_xray_and_thermal","29","HB_Hydrobiotite_X_Ray","hydrobiotite_x_ray"
"lab_xray_and_thermal","27","HE_Hematite_X_Ray","hematite_x_ray"
"lab_xray_and_thermal","28","HN_Hornblende_X_Ray","hornblende_x_ray"
"lab_xray_and_thermal","62","HS_Hydroxy_Interlayered_Smectite_X_Ray","hydroxy_inter_smectite_x_ray"
"lab_xray_and_thermal","63","HV_Hydroxy_Interlayered_Vermiculite_X_Ray","hydroxy_inter_vermiculite_xray"
"lab_xray_and_thermal","30","IL_Illite_Hydromuscovite_X_Ray","illite_hydromuscovite_x_ray"
"lab_xray_and_thermal","68","JO_Jarosite_X_Ray","jarosite_x_ray"
"lab_xray_and_thermal","83","KH_Halloysite_Differential_Scanning_Calorimetry","halloysite_differential scanning"
"lab_xray_and_thermal","100","KH_Halloysite_Differential_thermal_Analysis","The percent halloysite is calculated from the proportional temperature difference between a inert reference material and the sample at about 450-550C"
"lab_xray_and_thermal","92","KH_Halloysite_thermal_Gravimetric_Analysis","halloysite_thermal_gravimetric"
"lab_xray_and_thermal","26","KH_Halloysite_X_Ray","halloysite_x_ray"
"lab_xray_and_thermal","78","KK_Kaolinite_Differential_Scanning_Calorimetry","The percent kaolinite calculated from using the DSC instrument to heat a dried ground sample, generally the clay fraction, to 700 C, and quantifying the proportional heat of reaction at about 450-550 C."
"lab_xray_and_thermal","98","KK_Kaolinite_Differential_thermal_Analysis","The percent kaolinite is calculated from the proportional temperature difference between a inert reference material and the sample at about 450-550C"
"lab_xray_and_thermal","90","KK_Kaolinite_thermal_Gravimetric_Analysis","The percent kaolinite calculated from using the TGA instrument to heat a dried ground sample, generally the clay fraction, to 900 C, and quantifying the fractional weight loss of the sample between about 450-550 C."
"lab_xray_and_thermal","31","KK_Kaolinite_X_Ray","kaolinite_x_ray"
"lab_xray_and_thermal","2","labsampnum","A unique identifier number for the pedon assigned by the laboratory. This number is used to link the morphological pedon description with the associated measured property values from the laboratory."
"lab_xray_and_thermal","1","layer_key","An integer number that uniquely identifies a particular layer"
"lab_xray_and_thermal","8","LC_Anacime_X_Ray","anacime_x_ray"
"lab_xray_and_thermal","33","LE_Lepidocrocite_X_Ray","lepidocrocite_x_ray"
"lab_xray_and_thermal","38","MC_Montmorillonite_Chlorite_X_Ray","montmorillonite_chlorite_x_ray"
"lab_xray_and_thermal","35","MG_Magnetite_X_Ray","magnetite_x_ray"
"lab_xray_and_thermal","34","MH_Maghemite_X_Ray","maghemite_x_ray"
"lab_xray_and_thermal","36","MI_Mica_X_Ray","mica_x_ray"
"lab_xray_and_thermal","39","MM_Montmorillonite_Mica_X_Ray","montmorillonite_mica_x_ray"
"lab_xray_and_thermal","41","MS_Muscovite_X_Ray","muscovite_x_ray"
"lab_xray_and_thermal","93","MT_Montmorillonite_thermal_Gravimetric_Analysis","montmorillonite_thermal_gravimetric"
"lab_xray_and_thermal","37","MT_Montmorillonite_X_Ray","montmorillonite_x_ray"
"lab_xray_and_thermal","40","MV_Montmorillonite_Vermiculite_X_Ray","montmorillonite_verm_x_ray"
"lab_xray_and_thermal","67","NA_Natron_X_Ray","natron_x_ray"
"lab_xray_and_thermal","65","NU_Natrojarosite_X_Ray","natrojarosite_x_ray"
"lab_xray_and_thermal","42","NX_Non_Crystalline_X_Ray","non_crystalline_x_ray"
"lab_xray_and_thermal","94","PG_Palygorskite_thermal_Gravimetric_Analysis","palygorskite_thermal_gravimetric"
"lab_xray_and_thermal","45","PG_Palygorskite_X_Ray","palygorskite_x_ray"
"lab_xray_and_thermal","46","PL_Phlogophite_X_Ray","phlogophite_x_ray"
"lab_xray_and_thermal","4","prep_code","A character string containing the Soil Survey Laboratory code used to identify the type of sample preparation."
"lab_xray_and_thermal","49","PY_Pyrophyllite_X_Ray","pyrophyllite_x_ray"
"lab_xray_and_thermal","84","QZ_Quartz_Differential_Scanning_Calorimetry","quartz_differential scanning"
"lab_xray_and_thermal","101","QZ_Quartz_Differential_thermal_Analysis","quartz_differential_thermal"
"lab_xray_and_thermal","50","QZ_Quartz_X_Ray","quartz_x_ray"
"lab_xray_and_thermal","51","RE_Resistant_Minerals_X_Ray","resistant_minerals_x_ray"
"lab_xray_and_thermal","3","result_source_key","Foreign key to the pedon or layer table depending on the result_type"
"lab_xray_and_thermal","52","SE_Sepiolite_X_Ray","sepiolite_x_ray"
"lab_xray_and_thermal","82","SM_Smectite_Differential_Scanning_Calorimetry","smectite_differential scanning"
"lab_xray_and_thermal","69","SZ_Serpentine_X_Ray","serpentine_x_ray"
"lab_xray_and_thermal","53","TA_Talc_X_Ray","talc_x_ray"
"lab_xray_and_thermal","55","TD_Tridymite_X_Ray","tridymite_x_ray"
"lab_xray_and_thermal","54","TH_thenardite_X_Ray","thenardite_x_ray"
"lab_xray_and_thermal","86","thermal_Gravimetric_Method","thermal_gravimetric analysis method"
"lab_xray_and_thermal","57","VC_Vermiculite_Chlorite_X_Ray","vermiculite_chlorite_x_ray"
"lab_xray_and_thermal","75","Very_Fine_Sand_Mineral_Interpretation","vfs_mineral_interp"
"lab_xray_and_thermal","58","VH_Vermiculite_Hydrobiotite_X_Ray","vermiculite_hydrobiotite_x_ray"
"lab_xray_and_thermal","59","VM_Vermiculite_Mica_X_Ray","vermiculite_mica_x_ray"
"lab_xray_and_thermal","85","VR_Vermiculite_Differential_Calorimetry","vermiculite_differential scanning"
"lab_xray_and_thermal","56","VR_Vermiculite_X_Ray","Vermiculite as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film."
"lab_xray_and_thermal","6","X_Ray_Method","x_ray analysis method"
"lab_xray_and_thermal","60","ZE_Zeolite_X_Ray","zeolite_x_ray"
